"gene","ligand_annotation_source","database_version","mapping_status","nichenet_lr_edge_n","omnipath_row_n","omnipath_ligand_annotation","omnipath_transmitter_annotation","omnipath_secreted_annotation","omnipath_extracellular_annotation","protein_secretome_annotation","omnipath_databases","nichenet_resource_sha256","omnipath_snapshot_sha256","freeze_status","source_url"
"C5","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",2,11,"NO","NO","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;connectomeDB2020;ConnectomeDB2025;HPA_secretome;HPMR;LOCATE;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"C6orf15","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,12,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCellInteractions;ComPPI;HPA_secretome;iTALK;MatrixDB;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CA12","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,31,"NO","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Cellinker;ComPPI;CSPA;LOCATE;Membranome;OmniPath;Phobius;Ramilowski_location;scConnect;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CADM1","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,42,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Baccin2019;CellChatDB;Cellinker;CellPhoneDB;connectomeDB2020;ConnectomeDB2025;CSPA;HGNC;ICELLNET;MCAM;Membranome;OmniPath;Phobius;Ramilowski_location;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CADM2","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",3,32,"YES","YES","NO","NO","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Cellinker;ConnectomeDB2025;CSPA;HGNC;LOCATE;Membranome;OmniPath;Phobius;Ramilowski_location;Surfaceome;UniProt_keyword;UniProt_location;UniProt_topology;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CADM3","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",11,46,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Baccin2019;CellChatDB;Cellinker;CellPhoneDB;ComPPI;connectomeDB2020;ConnectomeDB2025;CSPA;HGNC;ICELLNET;LOCATE;Membranome;OmniPath;Phobius;Ramilowski_location;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CADM4","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,41,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;CellChatDB;Cellinker;CellPhoneDB;ComPPI;ConnectomeDB2025;CSPA;GO_Intercell;HGNC;ICELLNET;Membranome;OmniPath;Phobius;Ramilowski_location;Surfaceome;UniProt_keyword;UniProt_location;UniProt_topology;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CALCA","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,65,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;DGIdb;EMBRACE;GO_Intercell;Guide2Pharma;HPA_secretome;ICELLNET;iTALK;LOCATE;LRdb;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CALCB","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,30,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;Guide2Pharma;HPA_secretome;HPMR;ICELLNET;iTALK;LRdb;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CALM1","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",7,11,"NO","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Cellinker;ComPPI;GO_Intercell;LOCATE;OmniPath;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CALM2","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",7,10,"NO","YES","NO","NO","NO_OMNIPATH_SECRETED_ANNOTATION","Cellinker;ComPPI;GO_Intercell;LOCATE;OmniPath;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CALM3","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",7,10,"NO","YES","NO","NO","NO_OMNIPATH_SECRETED_ANNOTATION","Cellinker;ComPPI;GO_Intercell;LOCATE;OmniPath;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CALR","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",10,34,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;DGIdb;EMBRACE;GO_Intercell;HPMR;ICELLNET;iTALK;LOCATE;LRdb;OmniPath;Ramilowski_location;Ramilowski2015;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CAMP","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,13,"NO","NO","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Cellinker;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HPMR;LOCATE;OmniPath;TopDB;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCK","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",2,30,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;DGIdb;EMBRACE;GO_Intercell;Guide2Pharma;HPA_secretome;HPMR;iTALK;LOCATE;LRdb;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL1","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",7,40,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL11","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",8,42,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL13","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",8,38,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL14","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,33,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL15","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",2,36,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL16","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",6,33,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL17","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,34,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL18","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,31,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HGNC;HPA_secretome;ICELLNET;iTALK;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL19","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",6,38,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LRdb;Matrisome;OmniPath;Ramilowski2015;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL2","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",9,40,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL20","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",3,41,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL21","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,39,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL22","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,38,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL23","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",3,39,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL24","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",3,39,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL25","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,43,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;DGIdb;EMBRACE;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL26","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",6,36,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL27","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,37,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
"CCL28","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",7,38,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;ICELLNET;iTALK;Kirouac2010;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell"
