gene,candidate_rank,sender_evidence_level,baseline_classification,licensing_classification,omnipath_secreted_annotation,omnipath_extracellular_annotation,protein_secretome_annotation,P1_PARACRINE_CORE,P2_EXTRACELLULAR_EXTENDED,P3_FULL_LR_SENSITIVITY,primary_scope_membership,scope_freeze_status,interpretation,source_url
NUCB2,66,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL5A2,67,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
SERPINE2,68,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LGALS3,69,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL6A3,70,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
MIF,71,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
IGFBP4,72,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
GNAS,73,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CLEC11A,74,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CALM3,75,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CIB1,76,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
FBN1,77,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LRPAP1,78,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
EFEMP2,79,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CLMP,80,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL12A1,81,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CXCL1,82,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
AIMP1,83,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL8A1,84,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CD44,85,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LTBP1,86,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
VCAN,87,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
SARAF,88,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL4A2,89,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
APP,90,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
HEBP1,91,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL5A1,92,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LUM,93,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LAMC1,94,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TSPAN3,95,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CKLF,96,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
MFGE8,97,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TGFBI,98,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COPA,99,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LAYN,100,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CTSD,101,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
FAM3C,102,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL4A1,103,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TGOLN2,104,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
PLAT,105,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ADAM9,106,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
NRP1,107,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CD320,108,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TGFB1,109,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
GRN,110,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
FBLN1,111,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
GLG1,112,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TIMP2,113,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
PSAP,114,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
GPI,115,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CD47,116,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
MFAP2,117,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
BGN,118,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
MMP2,119,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
PRNP,120,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ANGPTL4,121,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ATP1B1,122,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TFPI,123,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
MMP14,124,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
WNT5A,125,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ENG,126,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ADM,127,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
DKK3,128,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TGM2,129,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
GAS6,130,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
BDNF,131,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
