"gene","gene_measured","donor1_effect","donor2_effect","donor2_p2_effect","donor2_p5_effect","median_donor_effect","absolute_median_donor_effect","retained_after_stimulation_all_strata","licensing_classification","classification_rule","source_url"
"CEACAM6","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CEACAM7","YES",0,-0.00681623623362039,0,-0.0136324724672408,-0.00340811811681019,0.00340811811681019,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CEACAM8","YES",0.0317841246042711,-0.133747389364763,-0.211626291080984,-0.0558684876485422,-0.0509816323802461,0.0827657569845172,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CEL","YES",0,-0.0101469832775985,-0.00666149408795631,-0.0136324724672408,-0.00507349163879927,0.00507349163879927,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CER1","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CFAP54","YES",-0.119568422157259,-0.383828661452352,-1.20617249532733,0.438515172422624,-0.251698541804805,0.251698541804805,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CFC1","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CFD","YES",-0.345911337537063,-0.0430492832443047,-0.277640499484602,0.191541932995993,-0.194480310390684,0.194480310390684,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CFH","YES",2.34013695077311,2.30706817550276,2.17034376804923,2.4437925829563,2.32360256313794,2.32360256313794,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CFP","YES",-0.00629182616902173,0,0,0,-0.00314591308451086,0.00314591308451086,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CGA","YES",0.570091278419713,0.0343900436622265,-0.0424007409441733,0.111180828268626,0.30224066104097,0.30224066104097,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CGB3","NO",,,,,,,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CGB7","YES",0.176298929882656,-0.00994645505697136,-0.0198929101139427,0,0.0831762374128422,0.0931226924698136,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CHAD","YES",0,-0.00333074704397815,-0.00666149408795631,0,-0.00166537352198908,0.00166537352198908,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CHL1","YES",0.00603649583691562,0.00674322095787231,0.00675580300018761,0.00673063891555701,0.00638985839739396,0.00638985839739396,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CIB1","YES",0.284453437557186,0.351251904778418,-0.0364124929227765,0.738916302479613,0.317852671167802,0.317852671167802,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CKLF","YES",0.310898525033773,-0.630605803336082,-0.870237400210096,-0.390974206462068,-0.159853639151154,0.470752164184928,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLCF1","YES",-0.0602302054399046,-1.20488598673353,-2.85571899810193,0.445947024634868,-0.632558096086718,0.632558096086718,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLDN1","YES",3.03267397547882,2.70959095578954,0.367826391675237,5.05135551990384,2.87113246563418,2.87113246563418,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLDN11","YES",-2.07005983743493,-1.00533214100777,-0.93884514377367,-1.07181913824187,-1.53769598922135,1.53769598922135,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLDN14","YES",-0.00150000531450575,0.325365163487148,0.270104625472555,0.38062570150174,0.161932579086321,0.163432584400827,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLDN16","YES",-0.0611277848460347,0.138068232144181,-0.491111903907563,0.767248368195925,0.038470223649073,0.0995980084951077,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLDN19","YES",-0.0521799199228869,0.087989210235998,0.176433479587287,-0.000455059115290848,0.0179046451565556,0.0700845650794424,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLDN2","YES",-0.243143548817514,0.787153944862114,0.00675580300018761,1.56755208672404,0.2720051980223,0.515148746839814,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLDN24","YES",-0.826689861805669,-0.0132316942715,-0.026463388543,0,-0.419960778038585,0.419960778038585,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLDN3","YES",0,0.00337790150009381,0.00675580300018761,0,0.0016889507500469,0.0016889507500469,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLEC11A","YES",-1.18285855047956,-0.429884235042671,-0.126348500744707,-0.733419969340635,-0.806371392761116,0.806371392761116,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLEC2A","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLEC2B","YES",-0.520156480179595,0.845120600908303,-0.30295277631905,1.99319397813566,0.162482060364354,0.682638540543949,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLEC2D","YES",0.669900927816865,0.0908582275726758,0.532124464272306,-0.350408009126955,0.38037957769477,0.38037957769477,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLEC2L","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLEC3A","YES",-0.0434772140073407,-0.744932057587121,0,-1.48986411517424,-0.394204635797231,0.394204635797231,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLEC4G","YES",0,-0.00341616917788391,0,-0.00683233835576781,-0.00170808458894195,0.00170808458894195,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLMP","YES",0.351802775954725,-0.143254788477962,0.000475340600485291,-0.286984917556409,0.104273993738381,0.247528782216343,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLU","YES",-1.51326054406228,0.00725675094310174,-0.252387476590411,0.266900978476614,-0.753001896559589,0.760258647502691,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CLUL1","YES",-0.253691993239141,0.0392735789994217,0.0797988144866108,-0.00125165648776736,-0.10720920711986,0.146482786119281,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CMTM8","YES",-0.0313093320425103,0.0266119490820815,0.00675580300018761,0.0464680951639754,-0.00234869148021442,0.0289606405622959,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CNMD","NO",,,,,,,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CNTF","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CNTN1","YES",-2.28383849172653,-0.552982533771584,0.983165862072703,-2.08913092961587,-1.41841051274906,1.41841051274906,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CNTN2","YES",0.10429321498801,0.612698713001157,1.14663093156405,0.0787664944382661,0.358495963994584,0.358495963994584,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CNTN3","YES",-0.731949492576945,-0.674490165593826,-0.763164088086997,-0.585816243100654,-0.703219829085385,0.703219829085385,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CNTN4","YES",-2.15113277441846,-0.811899012577462,-1.55491733583384,-0.0688806893210873,-1.48151589349796,1.48151589349796,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CNTN5","YES",-2.17354903475713,-2.93380935300051,-2.60507668876675,-3.26254201723427,-2.55367919387882,2.55367919387882,"NO","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CNTN6","YES",-0.48618337628946,-0.213373970399062,-0.419915602442357,-0.00683233835576781,-0.349778673344261,0.349778673344261,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL10A1","YES",0,0.268486859560957,-0.129607423061247,0.666581142183161,0.134243429780479,0.134243429780479,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL11A1","YES",0.256589883937692,0.266264474793936,0.292711131531763,0.23981781805611,0.261427179365814,0.261427179365814,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL11A2","YES",-0.00629182616902173,-0.0516540649408561,-0.656788856292315,0.553480726410603,-0.0289729455549389,0.0289729455549389,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL12A1","YES",-1.6891591109272,-0.378929568530251,-0.964323097781074,0.206463960720573,-1.03404433972873,1.03404433972873,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL13A1","YES",-1.22936583470685,-1.52193391779367,-2.11836686506342,-0.925500970523912,-1.37564987625026,1.37564987625026,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL14A1","YES",-1.98445465415558,-1.69966808300108,-1.47077214406487,-1.92856402193728,-1.84206136857833,1.84206136857833,"NO","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL15A1","YES",0,0.0793525505468558,0.681640710827076,-0.522935609733365,0.0396762752734279,0.0396762752734279,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL16A1","YES",-0.0814011195939903,-0.224282038601326,-0.688898685444856,0.240334608242204,-0.152841579097658,0.152841579097658,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL17A1","YES",0.517821298996849,0.486467200210248,0.0688270128711594,0.904107387549336,0.502144249603549,0.502144249603549,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL18A1","YES",-1.17931335901122,0.0511374454916774,-0.412844793986538,0.515119684969893,-0.564087956759769,0.615225402251447,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL19A1","YES",0.366602846515016,-0.00328086591195315,-0.0132923707394633,0.00673063891555701,0.181660990301531,0.184941856213485,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL1A1","YES",-2.00947408647129,-0.695008306228167,-0.514546519701217,-0.875470092755117,-1.35224119634973,1.35224119634973,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL1A2","YES",-1.41852115502336,-0.441334085821343,-0.623355124788552,-0.259313046854135,-0.929927620422354,0.929927620422354,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL20A1","YES",0,-0.00681623623362039,0,-0.0136324724672408,-0.00340811811681019,0.00340811811681019,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL21A1","YES",-2.56026360028654,-0.501076390336279,-1.00215278067256,0,-1.53066999531141,1.53066999531141,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL22A1","YES",0,0.376497181561935,0.75299436312387,0,0.188248590780968,0.188248590780968,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL24A1","YES",-0.881781302483758,0.393117073347656,0.0331712001514064,0.753062946543905,-0.244332114568051,0.637449187915707,"NO","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL26A1","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL27A1","YES",0.06345804668088,0.557249290589886,0.566314762055549,0.548183819124224,0.310353668635383,0.310353668635383,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL28A1","YES",0,0.08340182149418,0.160073004072803,0.00673063891555701,0.04170091074709,0.04170091074709,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL2A1","YES",0,-0.00664618536973165,-0.0132923707394633,0,-0.00332309268486583,0.00332309268486583,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL3A1","YES",-2.75111460720049,0.196293946927907,0.0314535614958219,0.361134332359992,-1.27741033013629,1.4737042770642,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL4A1","YES",-0.618874613277245,1.1100518863082,1.29723124623232,0.922872526384069,0.245588636515476,0.864463249792721,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL4A2","YES",-0.046888112037628,1.26892926571286,1.11290964507833,1.42494888634738,0.611020576837614,0.657908688875242,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL4A3","YES",-0.167113242180828,-0.598729646306417,-0.404656819558877,-0.792802473053958,-0.382921444243623,0.382921444243623,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL4A4","YES",-1.65499644357918,-0.150996279023979,-1.33181843307679,1.02982587502883,-0.902996361301579,0.902996361301579,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL4A5","YES",-1.3633546037866,-1.23142904470986,-1.74658148789036,-0.71627660152936,-1.29739182424823,1.29739182424823,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL4A6","YES",-1.31558789273312,0.0478328208687004,-1.04171389846682,1.13737954020422,-0.633877535932211,0.681710356800911,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL5A1","YES",-1.85291475731658,-0.486552947151328,-1.1123866214154,0.13928072711274,-1.16973385223396,1.16973385223396,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL5A2","YES",-1.26373314908721,0.278381451551063,0.117069064641235,0.439693838460891,-0.492675848768073,0.771057300319136,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL5A3","YES",-0.497857206700241,0.0032703816807966,0.020173235828834,-0.0136324724672408,-0.247293412509722,0.250563794190519,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL6A1","YES",-0.0498170393855008,-0.306479960513567,-0.283852291363168,-0.329107629663966,-0.178148499949534,0.178148499949534,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL6A2","YES",0.0431314418633427,0.258179010173141,-0.62249297264564,1.13885099299192,0.150655226018242,0.150655226018242,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL6A3","YES",-0.163756726949801,-0.568290983227096,-1.0525726317937,-0.0840093346604934,-0.366023855088448,0.366023855088448,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL6A5","YES",-0.000255330332106226,-0.00328086591195315,-0.0132923707394633,0.00673063891555701,-0.00176809812202969,0.00176809812202969,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL6A6","YES",0.92254982213446,1.20820617138443,0.635551244442337,1.78086109832652,1.06537799675944,1.06537799675944,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL7A1","YES",1.52848123576497,1.01221948993777,0.308707273671576,1.71573170620396,1.27035036285137,1.27035036285137,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL8A1","YES",0.0699577142321088,0.199007565091289,-0.114234794551738,0.512249924734315,0.134482639661699,0.134482639661699,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL8A2","YES",-1.00374458140275,-1.11903084071838,0.131946529562909,-2.37000821099967,-1.06138771106056,1.06138771106056,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL9A1","YES",0.00603649583691562,0.0033270517799884,0.00675580300018761,-0.000101699440210816,0.00468177380845201,0.00468177380845201,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL9A2","YES",0.00603649583691562,-0.128130378169246,-0.256260756338492,0,-0.0610469411661651,0.0670834370030808,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COL9A3","YES",0,-0.00994645505697136,-0.0198929101139427,0,-0.00497322752848568,0.00497322752848568,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COLQ","YES",0.184026462722366,-0.319797903627987,-0.5726862242392,-0.0669095830167734,-0.0678857204528101,0.251912183175177,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COMP","YES",0,-0.0878970747474735,-0.175794149494947,0,-0.0439485373737367,0.0439485373737367,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"COPA","YES",0.0534838124231005,0.580794566528667,0.193088909859213,0.96850022319812,0.317139189475884,0.317139189475884,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CORIN","YES",-0.871607461588021,-1.11088809154825,-0.563041581036898,-1.65873460205961,-0.991247776568137,0.991247776568137,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CORT","YES",0.0177040740742806,0,0,0,0.00885203703714028,0.00885203703714028,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CP","YES",0.692162102973637,0.657235191877855,0.52412306064299,0.79034732311272,0.674698647425746,0.674698647425746,"NO","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CPAMD8","YES",0,-0.0100476797998308,-0.0198929101139427,-0.000202449485718946,-0.00502383989991542,0.00502383989991542,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CRB3","YES",0,0.0033653194577785,0,0.00673063891555701,0.00168265972888925,0.00168265972888925,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"CRH","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
